problem_id,problem_name,description,skill_level,difficulty,max_score
P0319,Easy Graphs Problem 319,This is a easy level problem related to graphs.,Basic,Easy,64
P0320,Medium Greedy Problem 320,This is a medium level problem related to greedy.,Intermediate,Medium,23
P0321,Hard Greedy Problem 321,This is a hard level problem related to greedy.,Advanced,Hard,86
P0322,Medium Data Structures Problem 322,This is a medium level problem related to data structures.,Intermediate,Medium,75
P0323,Medium Math Problem 323,This is a medium level problem related to math.,Intermediate,Medium,46
P0324,Medium Greedy Problem 324,This is a medium level problem related to greedy.,Intermediate,Medium,87
P0325,Medium Math Problem 325,This is a medium level problem related to math.,Intermediate,Medium,89
P0326,Hard Math Problem 326,This is a hard level problem related to math.,Advanced,Hard,23
P0327,Medium Algorithm Problem 327,This is a medium level problem related to algorithm.,Intermediate,Medium,87
P0328,Hard Dynamic Programming Problem 328,This is a hard level problem related to dynamic programming.,Advanced,Hard,83
P0329,Hard Math Problem 329,This is a hard level problem related to math.,Advanced,Hard,46
P0330,Easy Graphs Problem 330,This is a easy level problem related to graphs.,Basic,Easy,70
P0331,Medium Data Structures Problem 331,This is a medium level problem related to data structures.,Intermediate,Medium,85
P0332,Hard Math Problem 332,This is a hard level problem related to math.,Advanced,Hard,77
P0333,Hard Math Problem 333,This is a hard level problem related to math.,Advanced,Hard,16
P0334,Medium Data Structures Problem 334,This is a medium level problem related to data structures.,Intermediate,Medium,27
P0335,Easy Math Problem 335,This is a easy level problem related to math.,Basic,Easy,36
P0336,Easy Data Structures Problem 336,This is a easy level problem related to data structures.,Basic,Easy,37
P0337,Medium Graphs Problem 337,This is a medium level problem related to graphs.,Intermediate,Medium,40
P0338,Easy Data Structures Problem 338,This is a easy level problem related to data structures.,Basic,Easy,35
P0339,Medium Algorithm Problem 339,This is a medium level problem related to algorithm.,Intermediate,Medium,92
P0340,Medium Algorithm Problem 340,This is a medium level problem related to algorithm.,Intermediate,Medium,98
P0341,Easy Algorithm Problem 341,This is a easy level problem related to algorithm.,Basic,Easy,42
P0342,Easy Data Structures Problem 342,This is a easy level problem related to data structures.,Basic,Easy,30
P0343,Hard Math Problem 343,This is a hard level problem related to math.,Advanced,Hard,83
P0344,Medium Greedy Problem 344,This is a medium level problem related to greedy.,Intermediate,Medium,52
P0345,Medium Greedy Problem 345,This is a medium level problem related to greedy.,Intermediate,Medium,52
P0346,Hard Math Problem 346,This is a hard level problem related to math.,Advanced,Hard,15
P0347,Medium Algorithm Problem 347,This is a medium level problem related to algorithm.,Intermediate,Medium,23
P0348,Medium Math Problem 348,This is a medium level problem related to math.,Intermediate,Medium,87
P0349,Hard Greedy Problem 349,This is a hard level problem related to greedy.,Advanced,Hard,19
P0350,Hard Greedy Problem 350,This is a hard level problem related to greedy.,Advanced,Hard,92
P0351,Hard Math Problem 351,This is a hard level problem related to math.,Advanced,Hard,90
P0352,Medium Graphs Problem 352,This is a medium level problem related to graphs.,Intermediate,Medium,35
P0353,Easy Algorithm Problem 353,This is a easy level problem related to algorithm.,Basic,Easy,56
P0354,Hard Greedy Problem 354,This is a hard level problem related to greedy.,Advanced,Hard,57
P0355,Easy Greedy Problem 355,This is a easy level problem related to greedy.,Basic,Easy,38
P0356,Medium Data Structures Problem 356,This is a medium level problem related to data structures.,Intermediate,Medium,54
P0357,Easy Math Problem 357,This is a easy level problem related to math.,Basic,Easy,60
P0358,Medium Data Structures Problem 358,This is a medium level problem related to data structures.,Intermediate,Medium,40
P0359,Hard Graphs Problem 359,This is a hard level problem related to graphs.,Advanced,Hard,49
P0360,Easy Dynamic Programming Problem 360,This is a easy level problem related to dynamic programming.,Basic,Easy,51
P0361,Easy Data Structures Problem 361,This is a easy level problem related to data structures.,Basic,Easy,61
P0362,Easy Algorithm Problem 362,This is a easy level problem related to algorithm.,Basic,Easy,40
P0363,Hard Dynamic Programming Problem 363,This is a hard level problem related to dynamic programming.,Advanced,Hard,44
P0364,Medium Math Problem 364,This is a medium level problem related to math.,Intermediate,Medium,78
P0365,Hard Math Problem 365,This is a hard level problem related to math.,Advanced,Hard,59
P0366,Medium Graphs Problem 366,This is a medium level problem related to graphs.,Intermediate,Medium,51
P0367,Medium Algorithm Problem 367,This is a medium level problem related to algorithm.,Intermediate,Medium,63
P0368,Easy Dynamic Programming Problem 368,This is a easy level problem related to dynamic programming.,Basic,Easy,28
P0369,Hard Graphs Problem 369,This is a hard level problem related to graphs.,Advanced,Hard,82
P0370,Medium Algorithm Problem 370,This is a medium level problem related to algorithm.,Intermediate,Medium,24
P0371,Medium Data Structures Problem 371,This is a medium level problem related to data structures.,Intermediate,Medium,59
P0372,Easy Data Structures Problem 372,This is a easy level problem related to data structures.,Basic,Easy,97
P0373,Easy Dynamic Programming Problem 373,This is a easy level problem related to dynamic programming.,Basic,Easy,83
P0374,Easy Data Structures Problem 374,This is a easy level problem related to data structures.,Basic,Easy,44
P0375,Medium Algorithm Problem 375,This is a medium level problem related to algorithm.,Intermediate,Medium,80
P0376,Hard Graphs Problem 376,This is a hard level problem related to graphs.,Advanced,Hard,49
P0377,Hard Algorithm Problem 377,This is a hard level problem related to algorithm.,Advanced,Hard,99
P0378,Hard Algorithm Problem 378,This is a hard level problem related to algorithm.,Advanced,Hard,54
P0379,Easy Math Problem 379,This is a easy level problem related to math.,Basic,Easy,18
P0380,Hard Math Problem 380,This is a hard level problem related to math.,Advanced,Hard,58
P0381,Hard Dynamic Programming Problem 381,This is a hard level problem related to dynamic programming.,Advanced,Hard,49
P0382,Easy Graphs Problem 382,This is a easy level problem related to graphs.,Basic,Easy,62
P0383,Easy Math Problem 383,This is a easy level problem related to math.,Basic,Easy,21
P0384,Hard Dynamic Programming Problem 384,This is a hard level problem related to dynamic programming.,Advanced,Hard,41
P0385,Medium Greedy Problem 385,This is a medium level problem related to greedy.,Intermediate,Medium,77
P0386,Medium Greedy Problem 386,This is a medium level problem related to greedy.,Intermediate,Medium,48
P0387,Hard Math Problem 387,This is a hard level problem related to math.,Advanced,Hard,65
P0388,Easy Dynamic Programming Problem 388,This is a easy level problem related to dynamic programming.,Basic,Easy,47
P0389,Easy Algorithm Problem 389,This is a easy level problem related to algorithm.,Basic,Easy,13
P0390,Medium Dynamic Programming Problem 390,This is a medium level problem related to dynamic programming.,Intermediate,Medium,72
P0391,Easy Data Structures Problem 391,This is a easy level problem related to data structures.,Basic,Easy,43
P0392,Medium Algorithm Problem 392,This is a medium level problem related to algorithm.,Intermediate,Medium,99
P0393,Easy Greedy Problem 393,This is a easy level problem related to greedy.,Basic,Easy,100
P0394,Hard Greedy Problem 394,This is a hard level problem related to greedy.,Advanced,Hard,100
P0395,Hard Math Problem 395,This is a hard level problem related to math.,Advanced,Hard,21
P0396,Hard Graphs Problem 396,This is a hard level problem related to graphs.,Advanced,Hard,60
P0397,Hard Graphs Problem 397,This is a hard level problem related to graphs.,Advanced,Hard,65
P0398,Easy Math Problem 398,This is a easy level problem related to math.,Basic,Easy,91
P0399,Easy Algorithm Problem 399,This is a easy level problem related to algorithm.,Basic,Easy,92
P0400,Hard Graphs Problem 400,This is a hard level problem related to graphs.,Advanced,Hard,72
P0401,Easy Math Problem 401,This is a easy level problem related to math.,Basic,Easy,66
P0402,Easy Math Problem 402,This is a easy level problem related to math.,Basic,Easy,61
P0403,Easy Greedy Problem 403,This is a easy level problem related to greedy.,Basic,Easy,100
P0404,Easy Data Structures Problem 404,This is a easy level problem related to data structures.,Basic,Easy,96
P0405,Medium Math Problem 405,This is a medium level problem related to math.,Intermediate,Medium,76
P0406,Hard Greedy Problem 406,This is a hard level problem related to greedy.,Advanced,Hard,40
P0407,Hard Algorithm Problem 407,This is a hard level problem related to algorithm.,Advanced,Hard,42
P0408,Hard Dynamic Programming Problem 408,This is a hard level problem related to dynamic programming.,Advanced,Hard,10
P0409,Easy Graphs Problem 409,This is a easy level problem related to graphs.,Basic,Easy,32
P0410,Hard Dynamic Programming Problem 410,This is a hard level problem related to dynamic programming.,Advanced,Hard,89
P0411,Easy Dynamic Programming Problem 411,This is a easy level problem related to dynamic programming.,Basic,Easy,19
P0412,Medium Greedy Problem 412,This is a medium level problem related to greedy.,Intermediate,Medium,76
P0413,Medium Math Problem 413,This is a medium level problem related to math.,Intermediate,Medium,13
P0414,Easy Math Problem 414,This is a easy level problem related to math.,Basic,Easy,32
P0415,Easy Data Structures Problem 415,This is a easy level problem related to data structures.,Basic,Easy,82
P0416,Hard Graphs Problem 416,This is a hard level problem related to graphs.,Advanced,Hard,62
P0417,Medium Data Structures Problem 417,This is a medium level problem related to data structures.,Intermediate,Medium,81
P0418,Hard Algorithm Problem 418,This is a hard level problem related to algorithm.,Advanced,Hard,79
P0419,Hard Data Structures Problem 419,This is a hard level problem related to data structures.,Advanced,Hard,30
P0420,Medium Greedy Problem 420,This is a medium level problem related to greedy.,Intermediate,Medium,35
P0421,Easy Math Problem 421,This is a easy level problem related to math.,Basic,Easy,67
P0422,Medium Graphs Problem 422,This is a medium level problem related to graphs.,Intermediate,Medium,91
P0423,Easy Math Problem 423,This is a easy level problem related to math.,Basic,Easy,67
P0424,Hard Dynamic Programming Problem 424,This is a hard level problem related to dynamic programming.,Advanced,Hard,66
P0425,Medium Algorithm Problem 425,This is a medium level problem related to algorithm.,Intermediate,Medium,57
P0426,Hard Math Problem 426,This is a hard level problem related to math.,Advanced,Hard,97
P0427,Medium Graphs Problem 427,This is a medium level problem related to graphs.,Intermediate,Medium,65
P0428,Easy Dynamic Programming Problem 428,This is a easy level problem related to dynamic programming.,Basic,Easy,71
P0429,Easy Data Structures Problem 429,This is a easy level problem related to data structures.,Basic,Easy,70
P0430,Hard Data Structures Problem 430,This is a hard level problem related to data structures.,Advanced,Hard,48
P0431,Hard Graphs Problem 431,This is a hard level problem related to graphs.,Advanced,Hard,40
P0432,Hard Data Structures Problem 432,This is a hard level problem related to data structures.,Advanced,Hard,73
P0433,Medium Greedy Problem 433,This is a medium level problem related to greedy.,Intermediate,Medium,60
P0434,Easy Data Structures Problem 434,This is a easy level problem related to data structures.,Basic,Easy,20
P0435,Easy Math Problem 435,This is a easy level problem related to math.,Basic,Easy,87
P0436,Hard Dynamic Programming Problem 436,This is a hard level problem related to dynamic programming.,Advanced,Hard,48
P0437,Easy Graphs Problem 437,This is a easy level problem related to graphs.,Basic,Easy,32
P0438,Easy Math Problem 438,This is a easy level problem related to math.,Basic,Easy,60
P0439,Hard Data Structures Problem 439,This is a hard level problem related to data structures.,Advanced,Hard,24
P0440,Easy Algorithm Problem 440,This is a easy level problem related to algorithm.,Basic,Easy,27
P0441,Medium Math Problem 441,This is a medium level problem related to math.,Intermediate,Medium,69
P0442,Easy Math Problem 442,This is a easy level problem related to math.,Basic,Easy,54
P0443,Easy Graphs Problem 443,This is a easy level problem related to graphs.,Basic,Easy,15
P0444,Medium Graphs Problem 444,This is a medium level problem related to graphs.,Intermediate,Medium,95
P0445,Easy Data Structures Problem 445,This is a easy level problem related to data structures.,Basic,Easy,74
P0446,Medium Data Structures Problem 446,This is a medium level problem related to data structures.,Intermediate,Medium,18
P0447,Easy Dynamic Programming Problem 447,This is a easy level problem related to dynamic programming.,Basic,Easy,13
P0448,Hard Dynamic Programming Problem 448,This is a hard level problem related to dynamic programming.,Advanced,Hard,37
P0449,Medium Algorithm Problem 449,This is a medium level problem related to algorithm.,Intermediate,Medium,51
P0450,Easy Dynamic Programming Problem 450,This is a easy level problem related to dynamic programming.,Basic,Easy,44
P0451,Medium Greedy Problem 451,This is a medium level problem related to greedy.,Intermediate,Medium,63
P0452,Medium Dynamic Programming Problem 452,This is a medium level problem related to dynamic programming.,Intermediate,Medium,16
P0453,Easy Math Problem 453,This is a easy level problem related to math.,Basic,Easy,71
P0454,Medium Dynamic Programming Problem 454,This is a medium level problem related to dynamic programming.,Intermediate,Medium,60
P0455,Hard Algorithm Problem 455,This is a hard level problem related to algorithm.,Advanced,Hard,13
P0456,Easy Graphs Problem 456,This is a easy level problem related to graphs.,Basic,Easy,84
P0457,Hard Graphs Problem 457,This is a hard level problem related to graphs.,Advanced,Hard,91
P0458,Easy Algorithm Problem 458,This is a easy level problem related to algorithm.,Basic,Easy,24
P0459,Easy Data Structures Problem 459,This is a easy level problem related to data structures.,Basic,Easy,41
P0460,Medium Data Structures Problem 460,This is a medium level problem related to data structures.,Intermediate,Medium,85
P0461,Hard Dynamic Programming Problem 461,This is a hard level problem related to dynamic programming.,Advanced,Hard,11
P0462,Easy Algorithm Problem 462,This is a easy level problem related to algorithm.,Basic,Easy,71
P0463,Hard Math Problem 463,This is a hard level problem related to math.,Advanced,Hard,50
P0464,Hard Greedy Problem 464,This is a hard level problem related to greedy.,Advanced,Hard,38
P0465,Hard Greedy Problem 465,This is a hard level problem related to greedy.,Advanced,Hard,88
P0466,Hard Algorithm Problem 466,This is a hard level problem related to algorithm.,Advanced,Hard,85
P0467,Easy Data Structures Problem 467,This is a easy level problem related to data structures.,Basic,Easy,37
P0468,Easy Greedy Problem 468,This is a easy level problem related to greedy.,Basic,Easy,47
P0469,Easy Greedy Problem 469,This is a easy level problem related to greedy.,Basic,Easy,42
P0470,Easy Math Problem 470,This is a easy level problem related to math.,Basic,Easy,80
P0471,Hard Greedy Problem 471,This is a hard level problem related to greedy.,Advanced,Hard,28
P0472,Easy Graphs Problem 472,This is a easy level problem related to graphs.,Basic,Easy,53
P0473,Hard Dynamic Programming Problem 473,This is a hard level problem related to dynamic programming.,Advanced,Hard,84
P0474,Easy Math Problem 474,This is a easy level problem related to math.,Basic,Easy,67
P0475,Medium Dynamic Programming Problem 475,This is a medium level problem related to dynamic programming.,Intermediate,Medium,88
P0476,Medium Dynamic Programming Problem 476,This is a medium level problem related to dynamic programming.,Intermediate,Medium,34
P0477,Medium Data Structures Problem 477,This is a medium level problem related to data structures.,Intermediate,Medium,49
P0478,Easy Algorithm Problem 478,This is a easy level problem related to algorithm.,Basic,Easy,58
P0479,Easy Data Structures Problem 479,This is a easy level problem related to data structures.,Basic,Easy,18
P0480,Medium Greedy Problem 480,This is a medium level problem related to greedy.,Intermediate,Medium,49
P0481,Medium Data Structures Problem 481,This is a medium level problem related to data structures.,Intermediate,Medium,71
P0482,Medium Math Problem 482,This is a medium level problem related to math.,Intermediate,Medium,18
P0483,Hard Graphs Problem 483,This is a hard level problem related to graphs.,Advanced,Hard,99
P0484,Hard Algorithm Problem 484,This is a hard level problem related to algorithm.,Advanced,Hard,60
P0485,Medium Greedy Problem 485,This is a medium level problem related to greedy.,Intermediate,Medium,36
P0486,Hard Dynamic Programming Problem 486,This is a hard level problem related to dynamic programming.,Advanced,Hard,71
P0487,Hard Algorithm Problem 487,This is a hard level problem related to algorithm.,Advanced,Hard,87
P0488,Medium Math Problem 488,This is a medium level problem related to math.,Intermediate,Medium,37
P0489,Medium Data Structures Problem 489,This is a medium level problem related to data structures.,Intermediate,Medium,36
P0490,Easy Algorithm Problem 490,This is a easy level problem related to algorithm.,Basic,Easy,18
P0491,Hard Data Structures Problem 491,This is a hard level problem related to data structures.,Advanced,Hard,47
P0492,Medium Algorithm Problem 492,This is a medium level problem related to algorithm.,Intermediate,Medium,33
P0493,Hard Greedy Problem 493,This is a hard level problem related to greedy.,Advanced,Hard,68
P0494,Medium Math Problem 494,This is a medium level problem related to math.,Intermediate,Medium,19
P0495,Hard Graphs Problem 495,This is a hard level problem related to graphs.,Advanced,Hard,54
P0496,Hard Greedy Problem 496,This is a hard level problem related to greedy.,Advanced,Hard,69
P0497,Medium Dynamic Programming Problem 497,This is a medium level problem related to dynamic programming.,Intermediate,Medium,17
P0498,Easy Dynamic Programming Problem 498,This is a easy level problem related to dynamic programming.,Basic,Easy,55
P0499,Medium Math Problem 499,This is a medium level problem related to math.,Intermediate,Medium,34
P0500,Easy Algorithm Problem 500,This is a easy level problem related to algorithm.,Basic,Easy,36
P0501,Easy Algorithm Problem 501,This is a easy level problem related to algorithm.,Basic,Easy,36
P0502,Easy Graphs Problem 502,This is a easy level problem related to graphs.,Basic,Easy,33
P0503,Medium Math Problem 503,This is a medium level problem related to math.,Intermediate,Medium,99
P0504,Easy Graphs Problem 504,This is a easy level problem related to graphs.,Basic,Easy,66
P0505,Hard Dynamic Programming Problem 505,This is a hard level problem related to dynamic programming.,Advanced,Hard,14
P0506,Hard Math Problem 506,This is a hard level problem related to math.,Advanced,Hard,70
P0507,Easy Graphs Problem 507,This is a easy level problem related to graphs.,Basic,Easy,69
P0508,Medium Data Structures Problem 508,This is a medium level problem related to data structures.,Intermediate,Medium,91
P0509,Medium Algorithm Problem 509,This is a medium level problem related to algorithm.,Intermediate,Medium,93
P0510,Easy Graphs Problem 510,This is a easy level problem related to graphs.,Basic,Easy,16
P0511,Hard Dynamic Programming Problem 511,This is a hard level problem related to dynamic programming.,Advanced,Hard,96
P0512,Easy Math Problem 512,This is a easy level problem related to math.,Basic,Easy,42
P0513,Easy Algorithm Problem 513,This is a easy level problem related to algorithm.,Basic,Easy,98
P0514,Hard Dynamic Programming Problem 514,This is a hard level problem related to dynamic programming.,Advanced,Hard,90
P0515,Easy Dynamic Programming Problem 515,This is a easy level problem related to dynamic programming.,Basic,Easy,68
P0516,Medium Algorithm Problem 516,This is a medium level problem related to algorithm.,Intermediate,Medium,48
P0517,Easy Algorithm Problem 517,This is a easy level problem related to algorithm.,Basic,Easy,98
P0518,Hard Math Problem 518,This is a hard level problem related to math.,Advanced,Hard,20
P0519,Medium Dynamic Programming Problem 519,This is a medium level problem related to dynamic programming.,Intermediate,Medium,68
P0520,Easy Greedy Problem 520,This is a easy level problem related to greedy.,Basic,Easy,19
P0521,Hard Graphs Problem 521,This is a hard level problem related to graphs.,Advanced,Hard,28
P0522,Easy Dynamic Programming Problem 522,This is a easy level problem related to dynamic programming.,Basic,Easy,12
P0523,Hard Data Structures Problem 523,This is a hard level problem related to data structures.,Advanced,Hard,56
P0524,Hard Dynamic Programming Problem 524,This is a hard level problem related to dynamic programming.,Advanced,Hard,29
P0525,Easy Data Structures Problem 525,This is a easy level problem related to data structures.,Basic,Easy,34
P0526,Easy Graphs Problem 526,This is a easy level problem related to graphs.,Basic,Easy,31
P0527,Easy Algorithm Problem 527,This is a easy level problem related to algorithm.,Basic,Easy,45
P0528,Hard Data Structures Problem 528,This is a hard level problem related to data structures.,Advanced,Hard,27
P0529,Hard Math Problem 529,This is a hard level problem related to math.,Advanced,Hard,91
P0530,Hard Dynamic Programming Problem 530,This is a hard level problem related to dynamic programming.,Advanced,Hard,99
P0531,Medium Algorithm Problem 531,This is a medium level problem related to algorithm.,Intermediate,Medium,33
P0532,Medium Dynamic Programming Problem 532,This is a medium level problem related to dynamic programming.,Intermediate,Medium,75
P0533,Hard Dynamic Programming Problem 533,This is a hard level problem related to dynamic programming.,Advanced,Hard,76
P0534,Medium Math Problem 534,This is a medium level problem related to math.,Intermediate,Medium,29
P0535,Easy Data Structures Problem 535,This is a easy level problem related to data structures.,Basic,Easy,23
P0536,Easy Math Problem 536,This is a easy level problem related to math.,Basic,Easy,17
P0537,Hard Graphs Problem 537,This is a hard level problem related to graphs.,Advanced,Hard,32
P0538,Easy Greedy Problem 538,This is a easy level problem related to greedy.,Basic,Easy,99
P0539,Easy Math Problem 539,This is a easy level problem related to math.,Basic,Easy,71
P0540,Hard Greedy Problem 540,This is a hard level problem related to greedy.,Advanced,Hard,89
P0541,Hard Algorithm Problem 541,This is a hard level problem related to algorithm.,Advanced,Hard,84
P0542,Hard Math Problem 542,This is a hard level problem related to math.,Advanced,Hard,50
P0543,Easy Graphs Problem 543,This is a easy level problem related to graphs.,Basic,Easy,95
P0544,Medium Math Problem 544,This is a medium level problem related to math.,Intermediate,Medium,91
P0545,Hard Algorithm Problem 545,This is a hard level problem related to algorithm.,Advanced,Hard,92
P0546,Medium Data Structures Problem 546,This is a medium level problem related to data structures.,Intermediate,Medium,88
P0547,Easy Data Structures Problem 547,This is a easy level problem related to data structures.,Basic,Easy,59
P0548,Hard Dynamic Programming Problem 548,This is a hard level problem related to dynamic programming.,Advanced,Hard,64
P0549,Hard Math Problem 549,This is a hard level problem related to math.,Advanced,Hard,94
P0550,Easy Data Structures Problem 550,This is a easy level problem related to data structures.,Basic,Easy,43
P0551,Medium Graphs Problem 551,This is a medium level problem related to graphs.,Intermediate,Medium,46
P0552,Easy Dynamic Programming Problem 552,This is a easy level problem related to dynamic programming.,Basic,Easy,19
P0553,Medium Math Problem 553,This is a medium level problem related to math.,Intermediate,Medium,68
P0554,Medium Graphs Problem 554,This is a medium level problem related to graphs.,Intermediate,Medium,27
P0555,Easy Greedy Problem 555,This is a easy level problem related to greedy.,Basic,Easy,30
P0556,Hard Greedy Problem 556,This is a hard level problem related to greedy.,Advanced,Hard,65
P0557,Easy Data Structures Problem 557,This is a easy level problem related to data structures.,Basic,Easy,12
P0558,Medium Algorithm Problem 558,This is a medium level problem related to algorithm.,Intermediate,Medium,20
P0559,Medium Algorithm Problem 559,This is a medium level problem related to algorithm.,Intermediate,Medium,54
P0560,Easy Math Problem 560,This is a easy level problem related to math.,Basic,Easy,74
P0561,Hard Greedy Problem 561,This is a hard level problem related to greedy.,Advanced,Hard,59
P0562,Easy Graphs Problem 562,This is a easy level problem related to graphs.,Basic,Easy,63
P0563,Medium Data Structures Problem 563,This is a medium level problem related to data structures.,Intermediate,Medium,45
P0564,Hard Graphs Problem 564,This is a hard level problem related to graphs.,Advanced,Hard,44
P0565,Easy Data Structures Problem 565,This is a easy level problem related to data structures.,Basic,Easy,49
P0566,Hard Dynamic Programming Problem 566,This is a hard level problem related to dynamic programming.,Advanced,Hard,10
P0567,Hard Dynamic Programming Problem 567,This is a hard level problem related to dynamic programming.,Advanced,Hard,19
P0568,Hard Math Problem 568,This is a hard level problem related to math.,Advanced,Hard,14
P0569,Medium Graphs Problem 569,This is a medium level problem related to graphs.,Intermediate,Medium,79
P0570,Easy Dynamic Programming Problem 570,This is a easy level problem related to dynamic programming.,Basic,Easy,21
P0571,Medium Math Problem 571,This is a medium level problem related to math.,Intermediate,Medium,56
P0572,Medium Math Problem 572,This is a medium level problem related to math.,Intermediate,Medium,98
P0573,Medium Data Structures Problem 573,This is a medium level problem related to data structures.,Intermediate,Medium,27
P0574,Medium Math Problem 574,This is a medium level problem related to math.,Intermediate,Medium,98
P0575,Easy Algorithm Problem 575,This is a easy level problem related to algorithm.,Basic,Easy,91
P0576,Easy Graphs Problem 576,This is a easy level problem related to graphs.,Basic,Easy,53
P0577,Medium Data Structures Problem 577,This is a medium level problem related to data structures.,Intermediate,Medium,22
P0578,Hard Data Structures Problem 578,This is a hard level problem related to data structures.,Advanced,Hard,18
P0579,Easy Math Problem 579,This is a easy level problem related to math.,Basic,Easy,38
P0580,Hard Data Structures Problem 580,This is a hard level problem related to data structures.,Advanced,Hard,54
P0581,Hard Data Structures Problem 581,This is a hard level problem related to data structures.,Advanced,Hard,53
P0582,Medium Data Structures Problem 582,This is a medium level problem related to data structures.,Intermediate,Medium,16
P0583,Easy Data Structures Problem 583,This is a easy level problem related to data structures.,Basic,Easy,44
P0584,Medium Dynamic Programming Problem 584,This is a medium level problem related to dynamic programming.,Intermediate,Medium,52
P0585,Easy Greedy Problem 585,This is a easy level problem related to greedy.,Basic,Easy,52
P0586,Hard Greedy Problem 586,This is a hard level problem related to greedy.,Advanced,Hard,52
P0587,Easy Algorithm Problem 587,This is a easy level problem related to algorithm.,Basic,Easy,37
P0588,Easy Math Problem 588,This is a easy level problem related to math.,Basic,Easy,80
P0589,Hard Data Structures Problem 589,This is a hard level problem related to data structures.,Advanced,Hard,41
P0590,Medium Data Structures Problem 590,This is a medium level problem related to data structures.,Intermediate,Medium,83
P0591,Hard Math Problem 591,This is a hard level problem related to math.,Advanced,Hard,28
P0592,Easy Graphs Problem 592,This is a easy level problem related to graphs.,Basic,Easy,74
P0593,Easy Dynamic Programming Problem 593,This is a easy level problem related to dynamic programming.,Basic,Easy,12
P0594,Medium Dynamic Programming Problem 594,This is a medium level problem related to dynamic programming.,Intermediate,Medium,79
P0595,Easy Algorithm Problem 595,This is a easy level problem related to algorithm.,Basic,Easy,29
P0596,Hard Math Problem 596,This is a hard level problem related to math.,Advanced,Hard,68
P0597,Medium Math Problem 597,This is a medium level problem related to math.,Intermediate,Medium,24
P0598,Easy Greedy Problem 598,This is a easy level problem related to greedy.,Basic,Easy,71
P0599,Easy Math Problem 599,This is a easy level problem related to math.,Basic,Easy,24
P0600,Medium Data Structures Problem 600,This is a medium level problem related to data structures.,Intermediate,Medium,34
P0601,Medium Data Structures Problem 601,This is a medium level problem related to data structures.,Intermediate,Medium,10
P0602,Medium Data Structures Problem 602,This is a medium level problem related to data structures.,Intermediate,Medium,96
P0603,Hard Greedy Problem 603,This is a hard level problem related to greedy.,Advanced,Hard,10
P0604,Easy Math Problem 604,This is a easy level problem related to math.,Basic,Easy,83
P0605,Easy Algorithm Problem 605,This is a easy level problem related to algorithm.,Basic,Easy,34
P0606,Medium Math Problem 606,This is a medium level problem related to math.,Intermediate,Medium,77
P0607,Hard Algorithm Problem 607,This is a hard level problem related to algorithm.,Advanced,Hard,33
P0608,Easy Dynamic Programming Problem 608,This is a easy level problem related to dynamic programming.,Basic,Easy,84
P0609,Easy Dynamic Programming Problem 609,This is a easy level problem related to dynamic programming.,Basic,Easy,47
P0610,Medium Algorithm Problem 610,This is a medium level problem related to algorithm.,Intermediate,Medium,49
P0611,Easy Greedy Problem 611,This is a easy level problem related to greedy.,Basic,Easy,43
P0612,Easy Algorithm Problem 612,This is a easy level problem related to algorithm.,Basic,Easy,40
P0613,Medium Algorithm Problem 613,This is a medium level problem related to algorithm.,Intermediate,Medium,89
P0614,Medium Data Structures Problem 614,This is a medium level problem related to data structures.,Intermediate,Medium,93
P0615,Easy Math Problem 615,This is a easy level problem related to math.,Basic,Easy,11
P0616,Easy Greedy Problem 616,This is a easy level problem related to greedy.,Basic,Easy,72
P0617,Easy Math Problem 617,This is a easy level problem related to math.,Basic,Easy,29
P0618,Easy Dynamic Programming Problem 618,This is a easy level problem related to dynamic programming.,Basic,Easy,95
P0619,Medium Greedy Problem 619,This is a medium level problem related to greedy.,Intermediate,Medium,24
P0620,Hard Math Problem 620,This is a hard level problem related to math.,Advanced,Hard,87
P0621,Hard Math Problem 621,This is a hard level problem related to math.,Advanced,Hard,37
P0622,Medium Math Problem 622,This is a medium level problem related to math.,Intermediate,Medium,93
P0623,Easy Math Problem 623,This is a easy level problem related to math.,Basic,Easy,16
P0624,Medium Math Problem 624,This is a medium level problem related to math.,Intermediate,Medium,35
P0625,Hard Math Problem 625,This is a hard level problem related to math.,Advanced,Hard,43
P0626,Medium Greedy Problem 626,This is a medium level problem related to greedy.,Intermediate,Medium,18
P0627,Medium Greedy Problem 627,This is a medium level problem related to greedy.,Intermediate,Medium,62
P0628,Hard Math Problem 628,This is a hard level problem related to math.,Advanced,Hard,24
P0629,Hard Data Structures Problem 629,This is a hard level problem related to data structures.,Advanced,Hard,100
P0630,Easy Graphs Problem 630,This is a easy level problem related to graphs.,Basic,Easy,43
P0631,Medium Dynamic Programming Problem 631,This is a medium level problem related to dynamic programming.,Intermediate,Medium,99
P0632,Medium Greedy Problem 632,This is a medium level problem related to greedy.,Intermediate,Medium,60
P0633,Easy Dynamic Programming Problem 633,This is a easy level problem related to dynamic programming.,Basic,Easy,18
P0634,Easy Math Problem 634,This is a easy level problem related to math.,Basic,Easy,76
P0635,Hard Data Structures Problem 635,This is a hard level problem related to data structures.,Advanced,Hard,65
P0636,Easy Math Problem 636,This is a easy level problem related to math.,Basic,Easy,70
P0637,Hard Greedy Problem 637,This is a hard level problem related to greedy.,Advanced,Hard,85
P0638,Easy Math Problem 638,This is a easy level problem related to math.,Basic,Easy,72
